Prolific ID,60e81342fbceb05029e8f5d9
988,GRADUATE,1694436390.9306064,1694436392.1567676
2791,GRADUATE,1694436439.1100917,1694436441.5767822
131,GRADUATE,1694436486.9259126,1694436490.105726
3920,DROPOUT,1694436538.2820728,1694436539.401309
3575,GRADUATE,1694436584.2019134,1694436589.9171026
2883,GRADUATE,1694436607.1159537,1694436608.4058442
4096,GRADUATE,1694436635.5855598,1694436637.681063
266,GRADUATE,1694436654.6355891,1694436655.6957061
2537,GRADUATE,1694436675.7564123,1694436676.8404686
3053,GRADUATE,1694436696.5595312,1694436697.821893
648,GRADUATE,1694436730.0817952,1694436732.0464995
1576,GRADUATE,1694436749.4316115,1694436753.1812034
3214,GRADUATE,1694436771.2619038,1694436773.0819926
3232,GRADUATE,1694436809.3619397,1694436810.5306382
2781,GRADUATE,1694436837.606518,1694436840.5658848
2,YES,by doing school work
3,8
know,AGREE
fai_5,AGREE
com_3,DISAGREE
com_2,NEUTRAL
fai_3,AGREE
fai_2,DISAGREE
com_5,AGREE
rel_2,NEUTRAL
fai_4,NEUTRAL
rel_1,AGREE
com_1,AGREE
fai_1,AGREE
rel_5,AGREE
